Date,Open,High,Low,Close,Volume,Symbol
2019-01-02,36.750281492025124,37.68986030291286,36.593684420142715,37.469200134277344,148158800,AAPL
2019-01-03,34.16169045076521,34.57453619881333,33.69190295843866,33.73698425292969,365248800,AAPL
2019-01-04,34.292195516680664,35.24600976737911,34.11899163910133,35.17720031738281,234428400,AAPL
2019-01-07,35.28160408429917,35.31244995449789,34.61725572428317,35.098907470703125,219111200,AAPL
2019-01-08,35.48565702140331,36.02188283523813,35.238900899053064,35.76800537109375,164101200,AAPL
2019-01-09,35.89612775325254,36.66487424188444,35.502267230819925,36.37540817260742,180396400,AAPL
2019-01-10,36.183217066092084,36.53199984154206,35.79409933557466,36.49166488647461,143122800,AAPL
2019-01-11,36.273378795691265,36.46793584598435,35.94832055566885,36.13338851928711,108092800,AAPL
2019-01-14,35.791735812990616,35.891387539186205,35.404989364339656,35.590057373046875,129756800,AAPL
2019-01-15,35.65411777539392,36.39438975385984,35.601918738921825,36.31846618652344,114843600,AAPL
2019-01-16,36.32084058076156,36.98518904726328,36.30185878224347,36.76215744018555,122278800,AAPL
2019-01-17,36.58656655845522,37.407511879044904,36.363535024290115,36.980430603027344,119284800,AAPL
2019-01-18,37.369549802011335,37.45971241403209,37.00890297433515,37.20820999145508,135004000,AAPL
2019-01-22,37.11093601889627,37.18685958381331,36.21169197229735,36.3730354309082,121576000,AAPL
2019-01-23,36.57471200591153,36.80960767396495,35.9934084941028,36.5201416015625,92522400,AAPL
2019-01-24,36.56521442488471,36.65300204893597,36.00289284093378,36.23066711425781,101766000,AAPL
2019-01-25,36.8902641000177,37.51902368512095,36.61503719155783,37.43123245239258,134142000,AAPL
2019-01-28,36.96381515140883,37.091941326997095,36.45843902887305,37.08482360839844,104768400,AAPL
2019-01-29,37.07296946155649,37.51903258864824,36.5652182166273,36.70045852661133,166348800,AAPL
2019-01-30,38.73383999592237,39.42191288765638,38.017292600660475,39.2083740234375,244439200,AAPL
2019-01-31,39.41241649238441,40.098117890187325,39.04465196516823,39.49071502685547,162958400,AAPL
2019-02-01,39.614098831561684,40.09337555178489,39.369710497458655,39.509700775146484,130672400,AAPL
2019-02-04,39.7208725954977,40.72925742817227,39.69002672443846,40.63197708129883,125982000,AAPL
2019-02-05,41.013973143644144,41.54070616529914,40.89296827882337,41.32716369628906,144406400,AAPL
2019-02-06,41.43867685735861,41.656965666225744,41.01159918712273,41.341400146484375,112958400,AAPL
2019-02-07,40.904826038437854,41.27021921626802,40.41605663729461,40.55841827392578,126966800,AAPL
2019-02-08,40.26771162677322,40.66564643059835,40.13188767381337,40.606075286865234,95280000,AAPL
2019-02-11,40.75857827237781,40.796704677929405,40.329665299757814,40.372554779052734,83973600,AAPL
2019-02-12,40.5322157324539,40.74667043828146,40.436899701914584,40.720458984375,89134000,AAPL
2019-02-13,40.83958779954494,41.0993170795554,40.489309229429196,40.55126190185547,89960800,AAPL
2019-02-14,40.439290980686195,40.808629292492725,40.36065660709454,40.69902038574219,87342800,AAPL
2019-02-15,40.80623611906368,40.91346345759115,40.44880923334926,40.60845947265625,98507200,AAPL
2019-02-19,40.4392766336708,40.851507928428646,40.38685373654159,40.72998046875,75891200,AAPL
2019-02-20,40.791937772979175,41.29948509114437,40.7442815842349,40.992095947265625,104457600,AAPL
2019-02-21,40.93729918557291,41.0731195307499,40.57987224909108,40.76096725463867,68998800,AAPL
2019-02-22,40.88486811040405,41.223231773038286,40.83721192224632,41.21608352661133,75652800,AAPL
2019-02-25,41.49964124582385,41.90710582108216,41.44959988672047,41.516319274902344,87493600,AAPL
2019-02-26,41.39241441823523,41.771286013409664,41.26373871380323,41.5401496887207,68280800,AAPL
2019-02-27,41.273284939092875,41.69981285361265,41.15890569167824,41.6688346862793,111341600,AAPL
2019-02-28,41.537772157173244,41.67835919496109,41.20417154412631,41.258975982666016,112861600,AAPL
2019-03-01,41.52824431177665,41.73555077281449,41.19702882720667,41.69266128540039,103544800,AAPL
2019-03-04,41.86422877925325,42.35509455351058,41.45437890957655,41.9023551940918,109744800,AAPL
2019-03-05,41.923789316150554,41.93808580910875,41.590188724744905,41.82609176635742,78949600,AAPL
2019-03-06,41.621156109618305,41.816551158625686,41.447209430430334,41.58541488647461,83241600,AAPL
2019-03-07,41.430532678062825,41.566356613968864,40.98970845134733,41.10408401489258,99185600,AAPL
2019-03-08,40.58462235992365,41.23990480878672,40.38922730265103,41.201778411865234,95997600,AAPL
2019-03-11,41.8165720286073,42.68154278377652,41.78321232504616,42.629119873046875,128044000,AAPL
2019-03-12,42.89123050226052,43.527449985065225,42.74111003200352,43.108070373535156,129870400,AAPL
2019-03-13,43.42736668986569,43.677566237487994,43.11044774766869,43.2986946105957,124130000,AAPL
2019-03-14,43.82054106149008,43.868200895214414,43.501240536772094,43.780033111572266,94318000,AAPL
2019-03-15,44.04691043760487,44.63785523657547,43.78241438212483,44.34952926635742,156171600,AAPL
2019-03-18,44.27329198753367,44.89044840427566,44.27090681385786,44.802284240722656,104879200,AAPL
2019-03-19,44.88090335634377,45.03340534638429,44.30186992001534,44.44722366333008,126585600,AAPL
2019-03-20,44.375741144089886,45.15255128641642,44.018314235196435,44.83563232421875,124140800,AAPL
2019-03-21,45.278837530094265,46.782412668747526,45.228796167797555,46.4869384765625,204136800,AAPL
2019-03-22,46.546504437841726,47.10647460051664,45.459927440929704,45.52426528930664,169630800,AAPL
2019-03-25,45.63388456100003,45.74587861908732,44.46390988385612,44.973838806152344,175381200,AAPL
2019-03-26,45.66962270436676,45.96033017793337,43.98256747013785,44.50917434692383,199202000,AAPL
2019-03-27,44.976211880352054,45.2168779833319,44.4519865617811,44.90949249267578,119393600,AAPL
2019-03-28,45.02387105568849,45.169224796190974,44.685507385455566,44.96906661987305,83121600,AAPL
2019-03-29,45.23357207727188,45.29314323520392,44.926182866218966,45.26216506958008,94256000,AAPL
2019-04-01,45.66485812631572,45.67438790998863,44.8880516813076,45.56954574584961,111448000,AAPL
2019-04-02,45.53379232623605,46.33681370641152,45.524262544352574,46.23196792602539,91062800,AAPL
2019-04-03,46.048497688881305,46.822922617672326,46.024667775160154,46.54889678955078,93087200,AAPL
2019-04-04,46.415447417089275,46.79193745474998,46.02227935106706,46.629905700683594,76457200,AAPL
2019-04-05,46.811001327366576,46.96588847372943,46.687092337463056,46.94205856323242,74106400,AAPL
2019-04-08,46.80386254716306,47.71172632732698,46.78479934209682,47.68075180053711,103526800,AAPL
2019-04-09,47.73316823079818,48.33602791999754,47.47343527844449,47.53777313232422,143072800,AAPL
2019-04-10,47.34238803810109,47.833257424849805,47.223245724372106,47.80466079711914,86781200,AAPL
2019-04-11,47.85945826640106,47.89519949822014,47.28519156894748,47.406715393066406,83603200,AAPL
2019-04-12,47.4662953407457,47.690283464181285,46.753826657487316,47.38766098022461,111042800,AAPL
2019-04-15,47.31855093020654,47.62117335589848,47.182726978383926,47.47343444824219,70146400,AAPL
2019-04-16,47.52824418170382,47.983364968636586,47.3137858769923,47.47820281982422,102785600,AAPL
2019-04-17,47.54731119326293,48.46232689195172,47.32570824322464,48.40275573730469,115627200,AAPL
2019-04-18,48.400358790031696,48.6457915965976,48.257390235218836,48.576690673828125,96783200,AAPL
2019-04-22,48.33126412020742,48.83404475360525,48.214503361460345,48.73634719848633,77758000,AAPL
2019-04-23,48.71251279943443,49.503619315451935,48.58622226846949,49.43928146362305,93292000,AAPL
2019-04-24,49.41069711912076,49.677574720140036,49.3368294714054,49.363040924072266,70162400,AAPL
2019-04-25,49.28440380449955,49.50600673522847,48.8769355424073,48.915061950683594,74172800,AAPL
2019-04-26,48.82451383821142,48.848343752952516,48.162082930875414,48.68154525756836,74596400,AAPL
2019-04-29,48.70537168868094,49.079480262865886,48.576699602106366,48.75541305541992,88818800,AAPL
2019-04-30,48.38607033097731,48.46708622241454,47.44484688744978,47.81657028198242,186139600,AAPL
2019-05-01,50.01117140720834,51.30505499845377,49.85628424061624,50.163673400878906,259309200,AAPL
2019-05-02,50.00164001010491,50.671219159962654,49.59417537681596,49.837223052978516,127985200,AAPL
2019-05-03,50.25183551985448,50.478205146321336,50.094566822586664,50.45676040649414,83569600,AAPL
2019-05-06,48.679161066436805,49.7633567622048,48.490917825549325,49.677574157714844,129772400,AAPL
2019-05-07,49.05803373574075,49.42499041337888,47.854695800035216,48.33841323852539,155054800,AAPL
2019-05-08,48.109657759852,48.92935733960514,48.073916525359294,48.34794235229492,105358000,AAPL
2019-05-09,47.752234575494825,48.05723858660724,46.86105245762417,47.828487396240234,139634400,AAPL
2019-05-10,47.223299584031466,47.56536064029775,46.11101077401089,47.165889739990234,164834800,AAPL
2019-05-13,44.90066214199688,45.32404755489643,43.7381389007723,44.42464828491211,229722400,AAPL
2019-05-14,44.589690316645736,45.37666407819567,44.35048807727735,45.12789535522461,146118800,AAPL
2019-05-15,44.556202404072714,45.867029661329525,44.49640184388846,45.66849136352539,106178800,AAPL
2019-05-16,45.4268958737944,46.039252991844464,45.17094773855048,45.467559814453125,132125600,AAPL
2019-05-17,44.714074297471804,45.663707510433305,44.673410353458074,45.209224700927734,131516400,AAPL
2019-05-20,43.89839489959819,44.09693319133087,43.123378349333606,43.795536041259766,154449200,AAPL
2019-05-21,44.30503163302324,44.970013454882476,44.180645467442574,44.6351318359375,113459200,AAPL
2019-05-22,44.17108348949689,44.42224655428425,43.66636665166303,43.72138214111328,118994400,AAPL
2019-05-23,43.00855148223366,43.185558754487744,42.53253784346839,42.97506332397461,146118800,AAPL
2019-05-24,43.10424967017532,43.5683026724578,42.72630963377967,42.81003189086914,94858800,AAPL
2019-05-28,42.79805332195135,43.19752052189283,42.55646043574068,42.63300323486328,111792800,AAPL
2019-05-29,42.20006695771477,42.900931555316085,42.09960243535015,42.42970275878906,113924800,AAPL
2019-05-30,42.56604276106945,42.872221371398474,42.25986415074042,42.64976501464844,84873600,AAPL
2019-05-31,42.15460804379681,42.575606305283934,41.8579996140433,41.87713623046875,108174400,AAPL
2019-06-03,42.00390878409617,42.55885600339575,40.728960589625665,41.45374298095703,161584400,AAPL
2019-06-04,41.96564243887218,43.01574014822659,41.74557681150609,42.97029113769531,123872000,AAPL
2019-06-05,44.08018796856743,44.25002316291043,43.32909308993842,43.66397476196289,119093600,AAPL
2019-06-06,43.79314958363369,44.36484283100569,43.57068958699141,44.3050422668457,90105200,AAPL
2019-06-07,44.61360655057878,45.90769148933359,44.43659923654732,45.48430252075195,122737600,AAPL
2019-06-10,45.881376473575656,46.73293577866847,45.835927468539325,46.0655632019043,104883600,AAPL
2019-06-11,46.610948421278835,46.88363882764626,46.30955491422111,46.5989875793457,107731600,AAPL
2019-06-12,46.393273742142995,46.87646328917654,46.259321071663166,46.45068359375,73012800,AAPL
2019-06-13,46.572659175682745,47.072590807160275,46.309538993295476,46.441097259521484,86698400,AAPL
2019-06-14,45.81918104965697,46.30715192007323,45.520178306772145,46.10383224487305,75046000,AAPL
2019-06-17,46.142117571014545,46.634877325421186,45.967500931552536,46.378929138183594,58676400,AAPL
2019-06-18,46.89560444365913,47.90981970395543,46.694675418498946,47.469688415527344,106204000,AAPL
2019-06-19,47.76389181421512,47.811735172431156,47.19698378872574,47.330936431884766,84496800,AAPL
2019-06-20,47.9289405928447,47.986350431164496,47.36920835648545,47.71126937866211,86056000,AAPL
2019-06-21,47.553391937921596,48.04375711446938,47.39790833807523,47.548606872558594,191202400,AAPL
2019-06-24,47.49120806529403,47.87871815109603,47.40270441017317,47.50077819824219,72881600,AAPL
2019-06-25,47.46489952077428,47.663437821269206,46.713804620677834,46.780784606933594,84281200,AAPL
2019-06-26,47.30701479032771,48.077246079612706,47.206550315629954,47.79259490966797,104270000,AAPL
2019-06-27,47.90981377120324,48.215995988213024,47.73759152091885,47.778255462646484,83598800,AAPL
2019-06-28,47.52469551117032,47.720843084338505,47.13479837293914,47.34290313720703,124442400,AAPL
2019-07-01,48.5987263093887,48.91447506783852,47.99593554776266,48.211219787597656,109012000,AAPL
2019-07-02,48.177720388644275,48.5891485023053,48.165759547562075,48.493465423583984,67740800,AAPL
2019-07-03,48.625025041282115,48.90250048134883,48.48389661312159,48.89532470703125,45448000,AAPL
2019-07-05,48.64176894973504,49.05558773477184,48.53412503952128,48.852264404296875,69062000,AAPL
2019-07-08,48.03419442469582,48.1753228503153,47.460110590009364,47.8452262878418,101354400,AAPL
2019-07-09,47.649087439105884,48.201644052257606,47.55579870766386,48.137062072753906,82312000,AAPL
2019-07-10,48.28296724647705,48.73266491650779,48.21359656204675,48.61306381225586,71588400,AAPL
2019-07-11,48.63220718977892,48.8905460488803,48.24948579291271,48.25905227661133,80767200,AAPL
2019-07-12,48.426494590976,48.79725880699689,48.36669402871252,48.629817962646484,70380800,AAPL
2019-07-15,48.81878002796971,49.24455968604115,48.797252704231944,49.08668899536133,67789600,AAPL
2019-07-16,48.938374549843836,49.301962895972956,48.677645042065016,48.916847229003906,67467200,AAPL
2019-07-17,48.80921022118632,49.05797890617675,48.62263279495951,48.64176940917969,56430000,AAPL
2019-07-18,48.79725175606653,49.246953087288276,48.72549036173215,49.19432830810547,74162400,AAPL
2019-07-19,49.2254109347438,49.39524607443373,48.4049492773408,48.459964752197266,83717200,AAPL
2019-07-22,48.7135358552826,49.5698803325022,48.70396937143094,49.56748962402344,89111600,AAPL
2019-07-23,49.86410364149058,49.971743926163036,49.58423379143074,49.95499801635742,73420800,AAPL
2019-07-24,49.67512349936027,50.02914175520972,49.55552239198474,49.91432571411133,59966400,AAPL
2019-07-25,49.96695653329002,50.050678778547585,49.450278810987754,49.519649505615234,55638400,AAPL
2019-07-26,49.62966910862703,50.16787403340951,49.548341240422246,49.691864013671875,70475600,AAPL
2019-07-29,49.864090987781196,50.38555001894711,49.85930592191719,50.155914306640625,86693600,AAPL
2019-07-30,49.9358429864438,50.27072820965178,49.589000574853905,49.94062805175781,135742800,AAPL
2019-07-31,51.76814519291497,52.95219547888276,50.54343096661381,50.95964050292969,277125600,AAPL
2019-08-01,51.16535089156151,52.153257179746014,49.452665854213244,49.85691452026367,216071600,AAPL
2019-08-02,49.163234154260714,49.37851470178692,48.23034691506533,48.802040100097656,163448400,AAPL
2019-08-05,47.35964892958403,47.51751962109188,46.0655640412733,46.24735641479492,209572000,AAPL
2019-08-06,46.957779349145824,47.378777521701416,46.41478937882593,47.12282943725586,143299200,AAPL
2019-08-07,46.742507730135785,47.735195505332065,46.36217706782614,47.610809326171875,133457600,AAPL
2019-08-08,47.888281812721345,48.684825611688794,47.694528606203654,48.66090393066406,108038000,AAPL
2019-08-09,48.33435586806552,48.68491595492223,47.851730305039446,48.25992202758789,98478800,AAPL
2019-08-12,47.93096316663212,48.51443488116721,47.8181106881789,48.13745880126953,89927600,AAPL
2019-08-13,48.267120536421295,50.93715403198438,48.137458527792965,50.176002502441406,188874000,AAPL
2019-08-14,48.78096824288931,49.568532297848215,48.64410316767906,48.68252182006836,146189600,AAPL
2019-08-15,48.85298987534668,49.2563746314281,47.942967055319286,48.439998626708984,108909600,AAPL
2019-08-16,49.049880924057916,49.741401862998586,48.94423148463047,49.58292770385742,110481600,AAPL
2019-08-19,50.57218589365761,51.078820332819284,50.430521259871156,50.50735855102539,97654400,AAPL
2019-08-20,50.63462823335315,51.22770292346297,50.50016660809505,50.509769439697266,107537200,AAPL
2019-08-21,51.141249340489736,51.29971983499902,50.80749515702679,51.05720901489258,86141600,AAPL
2019-08-22,51.18926468433875,51.489403434386425,50.60339325803721,51.01398468017578,89014800,AAPL
2019-08-23,50.28645358396467,50.91554700309597,48.2623192659155,48.65610122680664,187272000,AAPL
2019-08-26,49.42926093993379,49.748609076351144,49.23717136701609,49.58053207397461,104174400,AAPL
2019-08-27,49.90948253160488,50.07515974076012,48.86980125519638,49.02107238769531,103493200,AAPL
2019-08-28,49.00667570095276,49.39565450041869,48.81938934092808,49.350032806396484,63755200,AAPL
2019-08-29,50.063148791485034,50.26004159092135,49.621345384100835,50.185604095458984,83962000,AAPL
2019-08-30,50.461734349049834,50.53136493485516,49.75100409655746,50.12077713012695,84573600,AAPL
2019-09-03,49.56612247903739,49.69818428979416,49.03547910827453,49.39084243774414,80092000,AAPL
2019-09-04,50.03674646797927,50.2984666588224,49.77982952447207,50.22883605957031,76752400,AAPL
2019-09-05,50.90355741269659,51.37657661194727,50.78590164498993,51.210899353027344,95654800,AAPL
2019-09-06,51.39576734347277,51.484607253260535,51.025994300943886,51.206077575683594,77449200,AAPL
2019-09-09,51.58545357319783,51.96963269243375,50.68023761457171,51.42457962036133,109237600,AAPL
2019-09-10,51.35014051509097,52.051264221493376,50.83390331142514,52.03205490112305,127111600,AAPL
2019-09-11,52.36102145030546,53.71524770381324,52.27938090410862,53.686431884765625,177158400,AAPL
2019-09-12,53.976967258907166,54.36594600540606,53.51115121424335,53.566375732421875,128906800,AAPL
2019-09-13,52.82443464006696,53.014120770564304,52.10890468762575,52.524295806884766,159053200,AAPL
2019-09-16,52.279385864836165,52.85565467101706,52.238567419766575,52.8004264831543,84632400,AAPL
2019-09-17,52.8148243007248,53.021319935148554,52.61312824901063,52.99250411987305,73274800,AAPL
2019-09-18,53.07895237436418,53.508753239988586,52.6899736146539,53.48954391479492,101360000,AAPL
2019-09-19,53.307056774538246,53.72725114264616,52.91327477040642,53.0549430847168,88242400,AAPL
2019-09-20,53.155788377866706,53.43911767399923,52.2169532408371,52.279380798339844,221652400,AAPL
2019-09-23,52.572318178824,52.78601688512093,52.2601730542611,52.517093658447266,76662000,AAPL
2019-09-24,53.07173787565593,53.4223015730861,52.14971244827716,52.267364501953125,124763200,AAPL
2019-09-25,52.47626488474743,53.184591670853635,52.137707462518556,53.071739196777344,87613600,AAPL
2019-09-26,52.82442795501207,53.050132915210256,52.54349848236231,52.79801559448242,75334000,AAPL
2019-09-27,52.95409101125522,53.054940879557066,52.17133028274097,52.54110336303711,101408000,AAPL
2019-09-30,53.040529136604164,53.92413970007018,53.01411677472275,53.777671813964844,103909600,AAPL
2019-10-01,54.04180778638815,54.798156296373676,53.832908635098924,53.926551818847656,139223200,AAPL
2019-10-02,53.55917160743665,53.68403038252034,52.3274007167669,52.5747184753418,138449200,AAPL
2019-10-03,52.44745145389446,53.05493574126126,51.655087971892826,53.02132034301758,114426000,AAPL
2019-10-04,54.178666925160364,54.6228739131191,53.75847251204435,54.50761795043945,138478800,AAPL
2019-10-07,54.32992525189106,55.208728860944525,54.22667560102354,54.51961135864258,122306000,AAPL
2019-10-08,54.221881339577685,54.75972776925968,53.8641145411307,53.88092041015625,111820000,AAPL
2019-10-09,54.51240921020508,54.69489228194408,54.17865501059328,54.51240921020508,74770400,AAPL
2019-10-10,54.72850967565127,55.331190753868945,54.577242206069194,55.24715042114258,113013600,AAPL
2019-10-11,55.93386847365883,57.059989886560345,55.78019754791175,56.71663284301758,166795600,AAPL
2019-10-14,56.40209788273689,57.17765940060341,56.346873353684806,56.635005950927734,96427600,AAPL
2019-10-15,56.759854250095415,57.06239287164702,56.39728786256741,56.50293731689453,87360000,AAPL
2019-10-16,56.03471879637498,56.48372898515924,55.99390035444989,56.27482986450195,73903200,AAPL
2019-10-17,56.447710219951496,56.70222736637808,56.070737747547255,56.49333190917969,67585200,AAPL
2019-10-18,56.32764461231242,57.04557789777624,56.25561057187668,56.7646484375,97433600,AAPL
2019-10-21,57.03117766562347,57.864363302867055,56.983156188347394,57.749107360839844,87247200,AAPL
2019-10-22,57.905186536916496,58.1549004377134,57.535413437281406,57.6170539855957,82293600,AAPL
2019-10-23,58.130888664552984,58.40461512439032,57.91958976088768,58.39020538330078,75828800,AAPL
2019-10-24,58.70954952666312,58.77918378053314,58.06125044639696,58.48624801635742,69275200,AAPL
2019-10-25,58.385401792575365,59.242596306464485,58.318170993988126,59.206581115722656,73477200,AAPL
2019-10-28,59.40828132176833,59.847685025604804,59.240204303203505,59.79966354370117,96572800,AAPL
2019-10-29,59.78045498091568,59.96774132739238,58.24374555756727,58.416622161865234,142839600,AAPL
2019-10-30,58.769590471718864,58.8992525151432,57.91719901292371,58.409423828125,124522000,AAPL
2019-10-31,59.365063861542914,59.82847648047376,56.96875268058943,59.73003005981445,139162000,AAPL
2019-11-01,59.917312039179826,61.45162155934046,59.82607232816422,61.42521286010742,151125200,AAPL
2019-11-04,61.78777591806556,61.912638359081036,61.31956374708165,61.82859802246094,103272000,AAPL
2019-11-05,61.720552176754836,61.994282334049466,61.5452757723623,61.73976516723633,79897600,AAPL
2019-11-06,61.65331038805769,61.826190633565766,61.31715639057186,61.76616287231445,75864400,AAPL
2019-11-07,62.31285978131859,62.70060306371024,62.16113446862657,62.479034423828125,94940400,AAPL
2019-11-08,62.30081516113781,62.72227105623637,61.85768527338709,62.6500244140625,69986400,AAPL
2019-11-11,62.206886797370636,63.211159215108815,62.20207280445758,63.14613723754883,81821200,AAPL
2019-11-12,62.989598769693245,63.288235410018565,62.83788080237024,63.088340759277344,87388800,AAPL
2019-11-13,62.888439963309075,63.76747499464725,62.873990636188424,63.69281768798828,102734400,AAPL
2019-11-14,63.519417983025704,63.79155922463415,63.12204679068359,63.252098083496094,89182800,AAPL
2019-11-15,63.502574886013555,64.00832351523762,63.34122157477898,64.00350952148438,100206400,AAPL
2019-11-18,64.01311651070851,64.40567368628587,63.635016010866224,64.32620239257812,86703200,AAPL
2019-11-19,64.51887757210454,64.54296223689062,63.91439437873861,64.13114166259766,76167200,AAPL
2019-11-20,63.9505469570761,64.0805909771191,62.71266664692557,63.38459014892578,106234400,AAPL
2019-11-21,63.50497200634929,63.58203998760828,62.900481512110325,63.10037612915039,121395200,AAPL
2019-11-22,63.240052360746795,63.38214231017823,62.81859650494602,63.044979095458984,65325200,AAPL
